;CD_CVM;CD_CONTA;ESCALA_MOEDA;DT_INI_EXERC;DT_FIM_EXERC;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
26;2437;3.03;MIL;2011-07-01;2011-09-30;Resultado Bruto;7097198.0;S
25;2437;3.02;MIL;2011-07-01;2011-09-30;Custo dos Bens e/ou Serviços Vendidos;0.0;S
24;2437;3.01;MIL;2011-07-01;2011-09-30;Receita de Venda de Bens e/ou Serviços;7097198.0;S
29;2437;3.06;MIL;2011-07-01;2011-09-30;Resultado Financeiro;1528143.0;S
490;2437;3.11;MIL;2011-10-01;2011-12-31;Lucro/Prejuízo Consolidado do Período;567643.0;S
489;2437;3.10;MIL;2011-10-01;2011-12-31;Resultado Líquido de Operações Descontinuadas;0.0;S
488;2437;3.09;MIL;2011-10-01;2011-12-31;Resultado Líquido das Operações Continuadas;567643.0;S
487;2437;3.08;MIL;2011-10-01;2011-12-31;Imposto de Renda e Contribuição Social sobre o Lucro;92835.0;S
484;2437;3.05;MIL;2011-10-01;2011-12-31;Resultado Antes do Resultado Financeiro e dos Tributos;803742.0;S
485;2437;3.06;MIL;2011-10-01;2011-12-31;Resultado Financeiro;-328934.0;S
483;2437;3.04;MIL;2011-10-01;2011-12-31;Despesas/Receitas Operacionais;-7152677.0;S
482;2437;3.03;MIL;2011-10-01;2011-12-31;Resultado Bruto;7956419.0;S
491;2437;3.99;MIL;2011-10-01;2011-12-31;Lucro por Ação - (Reais / Ação);0.0;N
486;2437;3.07;MIL;2011-10-01;2011-12-31;Resultado Antes dos Tributos sobre o Lucro;474808.0;S
481;2437;3.02;MIL;2011-10-01;2011-12-31;Custo dos Bens e/ou Serviços Vendidos;-3588726.0;S
480;2437;3.01;MIL;2011-10-01;2011-12-31;Receita de Venda de Bens e/ou Serviços;11545145.0;S
36;2437;3.01;MIL;2012-01-01;2012-03-31;Receita de Venda de Bens e/ou Serviços;9270930.0;S
38;2437;3.03;MIL;2012-01-01;2012-03-31;Resultado Bruto;7982763.0;S
39;2437;3.04;MIL;2012-01-01;2012-03-31;Despesas/Receitas Operacionais;-5674886.0;S
40;2437;3.05;MIL;2012-01-01;2012-03-31;Resultado Antes do Resultado Financeiro e dos Tributos;2307877.0;S
46;2437;3.11;MIL;2012-01-01;2012-03-31;Lucro/Prejuízo Consolidado do Período;1272468.0;S
41;2437;3.06;MIL;2012-01-01;2012-03-31;Resultado Financeiro;-338288.0;S
42;2437;3.07;MIL;2012-01-01;2012-03-31;Resultado Antes dos Tributos sobre o Lucro;1969589.0;S
43;2437;3.08;MIL;2012-01-01;2012-03-31;Imposto de Renda e Contribuição Social sobre o Lucro;-697121.0;S
44;2437;3.09;MIL;2012-01-01;2012-03-31;Resultado Líquido das Operações Continuadas;1272468.0;S
45;2437;3.10;MIL;2012-01-01;2012-03-31;Resultado Líquido de Operações Descontinuadas;0.0;S
47;2437;3.99;MIL;2012-01-01;2012-03-31;Lucro por Ação - (Reais / Ação);0.0;N
37;2437;3.02;MIL;2012-01-01;2012-03-31;Custo dos Bens e/ou Serviços Vendidos;-1288167.0;S
48;2437;3.01;MIL;2012-04-01;2012-06-30;Receita de Venda de Bens e/ou Serviços;9012501.0;S
59;2437;3.99;MIL;2012-04-01;2012-06-30;Lucro por Ação - (Reais / Ação);0.0;N
57;2437;3.10;MIL;2012-04-01;2012-06-30;Resultado Líquido de Operações Descontinuadas;0.0;S
56;2437;3.09;MIL;2012-04-01;2012-06-30;Resultado Líquido das Operações Continuadas;1354956.0;S
55;2437;3.08;MIL;2012-04-01;2012-06-30;Imposto de Renda e Contribuição Social sobre o Lucro;-478267.0;S
54;2437;3.07;MIL;2012-04-01;2012-06-30;Resultado Antes dos Tributos sobre o Lucro;1833223.0;S
53;2437;3.06;MIL;2012-04-01;2012-06-30;Resultado Financeiro;713746.0;S
52;2437;3.05;MIL;2012-04-01;2012-06-30;Resultado Antes do Resultado Financeiro e dos Tributos;1119477.0;S
51;2437;3.04;MIL;2012-04-01;2012-06-30;Despesas/Receitas Operacionais;-6604528.0;S
50;2437;3.03;MIL;2012-04-01;2012-06-30;Resultado Bruto;7724005.0;S
49;2437;3.02;MIL;2012-04-01;2012-06-30;Custo dos Bens e/ou Serviços Vendidos;-1288496.0;S
58;2437;3.11;MIL;2012-04-01;2012-06-30;Lucro/Prejuízo Consolidado do Período;1354956.0;S
60;2437;3.01;MIL;2012-07-01;2012-09-30;Receita de Venda de Bens e/ou Serviços;9655417.0;S
61;2437;3.02;MIL;2012-07-01;2012-09-30;Custo dos Bens e/ou Serviços Vendidos;-1270974.0;S
62;2437;3.03;MIL;2012-07-01;2012-09-30;Resultado Bruto;8384443.0;S
63;2437;3.04;MIL;2012-07-01;2012-09-30;Despesas/Receitas Operacionais;-7309082.0;S
64;2437;3.05;MIL;2012-07-01;2012-09-30;Resultado Antes do Resultado Financeiro e dos Tributos;1075361.0;S
65;2437;3.06;MIL;2012-07-01;2012-09-30;Resultado Financeiro;325049.0;S
66;2437;3.07;MIL;2012-07-01;2012-09-30;Resultado Antes dos Tributos sobre o Lucro;1400410.0;S
67;2437;3.08;MIL;2012-07-01;2012-09-30;Imposto de Renda e Contribuição Social sobre o Lucro;-395637.0;S
68;2437;3.09;MIL;2012-07-01;2012-09-30;Resultado Líquido das Operações Continuadas;1004773.0;S
69;2437;3.10;MIL;2012-07-01;2012-09-30;Resultado Líquido de Operações Descontinuadas;0.0;S
70;2437;3.11;MIL;2012-07-01;2012-09-30;Lucro/Prejuízo Consolidado do Período;1004773.0;S
71;2437;3.99;MIL;2012-07-01;2012-09-30;Lucro por Ação - (Reais / Ação);0.0;N
518;2437;3.03;MIL;2012-10-01;2012-12-31;Resultado Bruto;9973266.0;S
525;2437;3.10;MIL;2012-10-01;2012-12-31;Resultado Líquido de Operações Descontinuadas;0.0;S
524;2437;3.09;MIL;2012-10-01;2012-12-31;Resultado Líquido das Operações Continuadas;-10557849.0;S
523;2437;3.08;MIL;2012-10-01;2012-12-31;Imposto de Renda e Contribuição Social sobre o Lucro;1961499.0;S
517;2437;3.02;MIL;2012-10-01;2012-12-31;Custo dos Bens e/ou Serviços Vendidos;-1626747.0;S
527;2437;3.99;MIL;2012-10-01;2012-12-31;Lucro por Ação - (Reais / Ação);0.0;N
521;2437;3.06;MIL;2012-10-01;2012-12-31;Resultado Financeiro;-67998.0;S
520;2437;3.05;MIL;2012-10-01;2012-12-31;Resultado Antes do Resultado Financeiro e dos Tributos;-12451350.0;S
519;2437;3.04;MIL;2012-10-01;2012-12-31;Despesas/Receitas Operacionais;-22424616.0;S
526;2437;3.11;MIL;2012-10-01;2012-12-31;Lucro/Prejuízo Consolidado do Período;-10557849.0;S
516;2437;3.01;MIL;2012-10-01;2012-12-31;Receita de Venda de Bens e/ou Serviços;11600013.0;S
522;2437;3.07;MIL;2012-10-01;2012-12-31;Resultado Antes dos Tributos sobre o Lucro;-12519348.0;S
74;2437;3.03;MIL;2013-01-01;2013-03-31;Resultado Bruto;5807319.0;S
72;2437;3.01;MIL;2013-01-01;2013-03-31;Receita de Venda de Bens e/ou Serviços;6799380.0;S
75;2437;3.04;MIL;2013-01-01;2013-03-31;Despesas/Receitas Operacionais;-6010052.0;S
76;2437;3.05;MIL;2013-01-01;2013-03-31;Resultado Antes do Resultado Financeiro e dos Tributos;-202733.0;S
77;2437;3.06;MIL;2013-01-01;2013-03-31;Resultado Financeiro;188915.0;S
78;2437;3.07;MIL;2013-01-01;2013-03-31;Resultado Antes dos Tributos sobre o Lucro;-13818.0;S
79;2437;3.08;MIL;2013-01-01;2013-03-31;Imposto de Renda e Contribuição Social sobre o Lucro;-20068.0;S
80;2437;3.09;MIL;2013-01-01;2013-03-31;Resultado Líquido das Operações Continuadas;-33886.0;S
81;2437;3.10;MIL;2013-01-01;2013-03-31;Resultado Líquido de Operações Descontinuadas;0.0;S
82;2437;3.11;MIL;2013-01-01;2013-03-31;Lucro/Prejuízo Consolidado do Período;-33886.0;S
83;2437;3.99;MIL;2013-01-01;2013-03-31;Lucro por Ação - (Reais / Ação);0.0;N
73;2437;3.02;MIL;2013-01-01;2013-03-31;Custo dos Bens e/ou Serviços Vendidos;-992061.0;S
95;2437;3.99;MIL;2013-04-01;2013-06-30;Lucro por Ação - (Reais / Ação);0.0;N
84;2437;3.01;MIL;2013-04-01;2013-06-30;Receita de Venda de Bens e/ou Serviços;6894842.0;S
86;2437;3.03;MIL;2013-04-01;2013-06-30;Resultado Bruto;5924475.0;S
87;2437;3.04;MIL;2013-04-01;2013-06-30;Despesas/Receitas Operacionais;-6381518.0;S
88;2437;3.05;MIL;2013-04-01;2013-06-30;Resultado Antes do Resultado Financeiro e dos Tributos;-457043.0;S
89;2437;3.06;MIL;2013-04-01;2013-06-30;Resultado Financeiro;519146.0;S
91;2437;3.08;MIL;2013-04-01;2013-06-30;Imposto de Renda e Contribuição Social sobre o Lucro;106649.0;S
92;2437;3.09;MIL;2013-04-01;2013-06-30;Resultado Líquido das Operações Continuadas;168752.0;S
93;2437;3.10;MIL;2013-04-01;2013-06-30;Resultado Líquido de Operações Descontinuadas;0.0;S
94;2437;3.11;MIL;2013-04-01;2013-06-30;Lucro/Prejuízo Consolidado do Período;168752.0;S
85;2437;3.02;MIL;2013-04-01;2013-06-30;Custo dos Bens e/ou Serviços Vendidos;-970367.0;S
90;2437;3.07;MIL;2013-04-01;2013-06-30;Resultado Antes dos Tributos sobre o Lucro;62103.0;S
102;2437;3.07;MIL;2013-07-01;2013-09-30;Resultado Antes dos Tributos sobre o Lucro;-693040.0;S
106;2437;3.11;MIL;2013-07-01;2013-09-30;Lucro/Prejuízo Consolidado do Período;-917971.0;S
105;2437;3.10;MIL;2013-07-01;2013-09-30;Resultado Líquido de Operações Descontinuadas;0.0;S
104;2437;3.09;MIL;2013-07-01;2013-09-30;Resultado Líquido das Operações Continuadas;-917971.0;S
103;2437;3.08;MIL;2013-07-01;2013-09-30;Imposto de Renda e Contribuição Social sobre o Lucro;-224931.0;S
101;2437;3.06;MIL;2013-07-01;2013-09-30;Resultado Financeiro;113392.0;S
100;2437;3.05;MIL;2013-07-01;2013-09-30;Resultado Antes do Resultado Financeiro e dos Tributos;-806432.0;S
99;2437;3.04;MIL;2013-07-01;2013-09-30;Despesas/Receitas Operacionais;-6897113.0;S
98;2437;3.03;MIL;2013-07-01;2013-09-30;Resultado Bruto;6090681.0;S
97;2437;3.02;MIL;2013-07-01;2013-09-30;Custo dos Bens e/ou Serviços Vendidos;-1122849.0;S
107;2437;3.99;MIL;2013-07-01;2013-09-30;Lucro por Ação - (Reais / Ação);0.0;N
96;2437;3.01;MIL;2013-07-01;2013-09-30;Receita de Venda de Bens e/ou Serviços;7213530.0;S
561;2437;3.10;MIL;2013-10-01;2013-12-31;Resultado Líquido de Operações Descontinuadas;0.0;S
560;2437;3.09;MIL;2013-10-01;2013-12-31;Resultado Líquido das Operações Continuadas;-5508270.0;S
559;2437;3.08;MIL;2013-10-01;2013-12-31;Imposto de Renda e Contribuição Social sobre o Lucro;-1228328.0;S
558;2437;3.07;MIL;2013-10-01;2013-12-31;Resultado Antes dos Tributos sobre o Lucro;-4279942.0;S
553;2437;3.02;MIL;2013-10-01;2013-12-31;Custo dos Bens e/ou Serviços Vendidos;-1265478.0;S
556;2437;3.05;MIL;2013-10-01;2013-12-31;Resultado Antes do Resultado Financeiro e dos Tributos;-3724435.0;S
555;2437;3.04;MIL;2013-10-01;2013-12-31;Despesas/Receitas Operacionais;-9737604.0;S
554;2437;3.03;MIL;2013-10-01;2013-12-31;Resultado Bruto;6013169.0;S
552;2437;3.01;MIL;2013-10-01;2013-12-31;Receita de Venda de Bens e/ou Serviços;7278647.0;S
562;2437;3.11;MIL;2013-10-01;2013-12-31;Lucro/Prejuízo Consolidado do Período;-5508270.0;S
557;2437;3.06;MIL;2013-10-01;2013-12-31;Resultado Financeiro;-555507.0;S
563;2437;3.99;MIL;2013-10-01;2013-12-31;Lucro por Ação - (Reais / Ação);0.0;N
119;2437;3.99;MIL;2014-01-01;2014-03-31;Lucro por Ação - (Reais / Ação);0.0;N
117;2437;3.10;MIL;2014-01-01;2014-03-31;Resultado Líquido de Operações Descontinuadas;0.0;S
108;2437;3.01;MIL;2014-01-01;2014-03-31;Receita de Venda de Bens e/ou Serviços;8144159.0;S
109;2437;3.02;MIL;2014-01-01;2014-03-31;Custo dos Bens e/ou Serviços Vendidos;-1135682.0;S
110;2437;3.03;MIL;2014-01-01;2014-03-31;Resultado Bruto;7008477.0;S
111;2437;3.04;MIL;2014-01-01;2014-03-31;Despesas/Receitas Operacionais;-5701637.0;S
112;2437;3.05;MIL;2014-01-01;2014-03-31;Resultado Antes do Resultado Financeiro e dos Tributos;1306840.0;S
113;2437;3.06;MIL;2014-01-01;2014-03-31;Resultado Financeiro;-9110.0;S
114;2437;3.07;MIL;2014-01-01;2014-03-31;Resultado Antes dos Tributos sobre o Lucro;1297730.0;S
115;2437;3.08;MIL;2014-01-01;2014-03-31;Imposto de Renda e Contribuição Social sobre o Lucro;-304777.0;S
116;2437;3.09;MIL;2014-01-01;2014-03-31;Resultado Líquido das Operações Continuadas;992953.0;S
118;2437;3.11;MIL;2014-01-01;2014-03-31;Lucro/Prejuízo Consolidado do Período;992953.0;S
128;2437;3.09;MIL;2014-04-01;2014-06-30;Resultado Líquido das Operações Continuadas;-99992.0;S
127;2437;3.08;MIL;2014-04-01;2014-06-30;Imposto de Renda e Contribuição Social sobre o Lucro;-172290.0;S
125;2437;3.06;MIL;2014-04-01;2014-06-30;Resultado Financeiro;1931.0;S
124;2437;3.05;MIL;2014-04-01;2014-06-30;Resultado Antes do Resultado Financeiro e dos Tributos;70367.0;S
131;2437;3.99;MIL;2014-04-01;2014-06-30;Lucro por Ação - (Reais / Ação);0.0;N
122;2437;3.03;MIL;2014-04-01;2014-06-30;Resultado Bruto;6866825.0;S
121;2437;3.02;MIL;2014-04-01;2014-06-30;Custo dos Bens e/ou Serviços Vendidos;-1221661.0;S
120;2437;3.01;MIL;2014-04-01;2014-06-30;Receita de Venda de Bens e/ou Serviços;8088486.0;S
129;2437;3.10;MIL;2014-04-01;2014-06-30;Resultado Líquido de Operações Descontinuadas;0.0;S
123;2437;3.04;MIL;2014-04-01;2014-06-30;Despesas/Receitas Operacionais;-6796458.0;S
130;2437;3.11;MIL;2014-04-01;2014-06-30;Lucro/Prejuízo Consolidado do Período;-99992.0;S
126;2437;3.07;MIL;2014-04-01;2014-06-30;Resultado Antes dos Tributos sobre o Lucro;72298.0;S
143;2437;3.99;MIL;2014-07-01;2014-09-30;Lucro por Ação - (Reais / Ação);0.0;N
132;2437;3.01;MIL;2014-07-01;2014-09-30;Receita de Venda de Bens e/ou Serviços;6588824.0;S
142;2437;3.11;MIL;2014-07-01;2014-09-30;Lucro/Prejuízo Consolidado do Período;-2742523.0;S
141;2437;3.10;MIL;2014-07-01;2014-09-30;Resultado Líquido de Operações Descontinuadas;0.0;S
139;2437;3.08;MIL;2014-07-01;2014-09-30;Imposto de Renda e Contribuição Social sobre o Lucro;116354.0;S
138;2437;3.07;MIL;2014-07-01;2014-09-30;Resultado Antes dos Tributos sobre o Lucro;-2858877.0;S
140;2437;3.09;MIL;2014-07-01;2014-09-30;Resultado Líquido das Operações Continuadas;-2742523.0;S
136;2437;3.05;MIL;2014-07-01;2014-09-30;Resultado Antes do Resultado Financeiro e dos Tributos;-2905345.0;S
135;2437;3.04;MIL;2014-07-01;2014-09-30;Despesas/Receitas Operacionais;-5021790.0;S
134;2437;3.03;MIL;2014-07-01;2014-09-30;Resultado Bruto;2116445.0;S
133;2437;3.02;MIL;2014-07-01;2014-09-30;Custo dos Bens e/ou Serviços Vendidos;-4472379.0;S
137;2437;3.06;MIL;2014-07-01;2014-09-30;Resultado Financeiro;46468.0;S
594;2437;3.07;MIL;2014-10-01;2014-12-31;Resultado Antes dos Tributos sobre o Lucro;226865.0;S
597;2437;3.10;MIL;2014-10-01;2014-12-31;Resultado Líquido de Operações Descontinuadas;0.0;S
596;2437;3.09;MIL;2014-10-01;2014-12-31;Resultado Líquido das Operações Continuadas;-1112940.0;S
595;2437;3.08;MIL;2014-10-01;2014-12-31;Imposto de Renda e Contribuição Social sobre o Lucro;-1339805.0;S
593;2437;3.06;MIL;2014-10-01;2014-12-31;Resultado Financeiro;655336.0;S
599;2437;3.99;MIL;2014-10-01;2014-12-31;Lucro por Ação - (Reais / Ação);0.0;N
591;2437;3.04;MIL;2014-10-01;2014-12-31;Despesas/Receitas Operacionais;1645781.0;S
590;2437;3.03;MIL;2014-10-01;2014-12-31;Resultado Bruto;-2074252.0;S
589;2437;3.02;MIL;2014-10-01;2014-12-31;Custo dos Bens e/ou Serviços Vendidos;-9497637.0;S
588;2437;3.01;MIL;2014-10-01;2014-12-31;Receita de Venda de Bens e/ou Serviços;7423385.0;S
592;2437;3.05;MIL;2014-10-01;2014-12-31;Resultado Antes do Resultado Financeiro e dos Tributos;-428471.0;S
598;2437;3.11;MIL;2014-10-01;2014-12-31;Lucro/Prejuízo Consolidado do Período;-1112940.0;S
149;2437;3.06;MIL;2015-01-01;2015-03-31;Resultado Financeiro;593419.0;S
146;2437;3.03;MIL;2015-01-01;2015-03-31;Resultado Bruto;4350372.0;S
144;2437;3.01;MIL;2015-01-01;2015-03-31;Receita de Venda de Bens e/ou Serviços;8598882.0;S
155;2437;3.99;MIL;2015-01-01;2015-03-31;Lucro por Ação - (Reais / Ação);0.0;N
154;2437;3.11;MIL;2015-01-01;2015-03-31;Lucro/Prejuízo Consolidado do Período;1113611.0;S
153;2437;3.10;MIL;2015-01-01;2015-03-31;Resultado Líquido de Operações Descontinuadas;0.0;S
147;2437;3.04;MIL;2015-01-01;2015-03-31;Despesas/Receitas Operacionais;-3432397.0;S
151;2437;3.08;MIL;2015-01-01;2015-03-31;Imposto de Renda e Contribuição Social sobre o Lucro;-397783.0;S
150;2437;3.07;MIL;2015-01-01;2015-03-31;Resultado Antes dos Tributos sobre o Lucro;1511394.0;S
145;2437;3.02;MIL;2015-01-01;2015-03-31;Custo dos Bens e/ou Serviços Vendidos;-4248510.0;S
148;2437;3.05;MIL;2015-01-01;2015-03-31;Resultado Antes do Resultado Financeiro e dos Tributos;917975.0;S
152;2437;3.09;MIL;2015-01-01;2015-03-31;Resultado Líquido das Operações Continuadas;1113611.0;S
156;2437;3.01;MIL;2015-04-01;2015-06-30;Receita de Venda de Bens e/ou Serviços;8226861.0;S
167;2437;3.99;MIL;2015-04-01;2015-06-30;Lucro por Ação - (Reais / Ação);0.0;N
158;2437;3.03;MIL;2015-04-01;2015-06-30;Resultado Bruto;3250764.0;S
159;2437;3.04;MIL;2015-04-01;2015-06-30;Despesas/Receitas Operacionais;-4177839.0;S
160;2437;3.05;MIL;2015-04-01;2015-06-30;Resultado Antes do Resultado Financeiro e dos Tributos;-927075.0;S
162;2437;3.07;MIL;2015-04-01;2015-06-30;Resultado Antes dos Tributos sobre o Lucro;-1190758.0;S
163;2437;3.08;MIL;2015-04-01;2015-06-30;Imposto de Renda e Contribuição Social sobre o Lucro;-213288.0;S
164;2437;3.09;MIL;2015-04-01;2015-06-30;Resultado Líquido das Operações Continuadas;-1404046.0;S
165;2437;3.10;MIL;2015-04-01;2015-06-30;Resultado Líquido de Operações Descontinuadas;0.0;S
166;2437;3.11;MIL;2015-04-01;2015-06-30;Lucro/Prejuízo Consolidado do Período;-1404046.0;S
157;2437;3.02;MIL;2015-04-01;2015-06-30;Custo dos Bens e/ou Serviços Vendidos;-4976097.0;S
161;2437;3.06;MIL;2015-04-01;2015-06-30;Resultado Financeiro;-263683.0;S
170;2437;3.03;MIL;2015-07-01;2015-09-30;Resultado Bruto;3606839.0;S
169;2437;3.02;MIL;2015-07-01;2015-09-30;Custo dos Bens e/ou Serviços Vendidos;-4295550.0;S
179;2437;3.99;MIL;2015-07-01;2015-09-30;Lucro por Ação - (Reais / Ação);0.0;N
178;2437;3.11;MIL;2015-07-01;2015-09-30;Lucro/Prejuízo Consolidado do Período;-4225142.0;S
177;2437;3.10;MIL;2015-07-01;2015-09-30;Resultado Líquido de Operações Descontinuadas;0.0;S
176;2437;3.09;MIL;2015-07-01;2015-09-30;Resultado Líquido das Operações Continuadas;-4225142.0;S
168;2437;3.01;MIL;2015-07-01;2015-09-30;Receita de Venda de Bens e/ou Serviços;7902389.0;S
174;2437;3.07;MIL;2015-07-01;2015-09-30;Resultado Antes dos Tributos sobre o Lucro;-3915450.0;S
173;2437;3.06;MIL;2015-07-01;2015-09-30;Resultado Financeiro;-342797.0;S
172;2437;3.05;MIL;2015-07-01;2015-09-30;Resultado Antes do Resultado Financeiro e dos Tributos;-3572653.0;S
171;2437;3.04;MIL;2015-07-01;2015-09-30;Despesas/Receitas Operacionais;-7179492.0;S
175;2437;3.08;MIL;2015-07-01;2015-09-30;Imposto de Renda e Contribuição Social sobre o Lucro;-309692.0;S
625;2437;3.02;MIL;2015-10-01;2015-12-31;Custo dos Bens e/ou Serviços Vendidos;-3471402.0;S
626;2437;3.03;MIL;2015-10-01;2015-12-31;Resultado Bruto;4389304.0;S
627;2437;3.04;MIL;2015-10-01;2015-12-31;Despesas/Receitas Operacionais;-13352072.0;S
628;2437;3.05;MIL;2015-10-01;2015-12-31;Resultado Antes do Resultado Financeiro e dos Tributos;-8962768.0;S
629;2437;3.06;MIL;2015-10-01;2015-12-31;Resultado Financeiro;-1685964.0;S
630;2437;3.07;MIL;2015-10-01;2015-12-31;Resultado Antes dos Tributos sobre o Lucro;-10648732.0;S
631;2437;3.08;MIL;2015-10-01;2015-12-31;Imposto de Renda e Contribuição Social sobre o Lucro;210651.0;S
632;2437;3.09;MIL;2015-10-01;2015-12-31;Resultado Líquido das Operações Continuadas;-10438081.0;S
633;2437;3.10;MIL;2015-10-01;2015-12-31;Resultado Líquido de Operações Descontinuadas;0.0;S
624;2437;3.01;MIL;2015-10-01;2015-12-31;Receita de Venda de Bens e/ou Serviços;7860706.0;S
635;2437;3.99;MIL;2015-10-01;2015-12-31;Lucro por Ação - (Reais / Ação);0.0;N
634;2437;3.11;MIL;2015-10-01;2015-12-31;Lucro/Prejuízo Consolidado do Período;-10438081.0;S
191;2437;3.99;MIL;2016-01-01;2016-03-31;Lucro por Ação - (Reais / Ação);0.0;N
180;2437;3.01;MIL;2016-01-01;2016-03-31;Receita de Venda de Bens e/ou Serviços;6761370.0;S
181;2437;3.02;MIL;2016-01-01;2016-03-31;Custo dos Bens e/ou Serviços Vendidos;-3444827.0;S
182;2437;3.03;MIL;2016-01-01;2016-03-31;Resultado Bruto;3316543.0;S
183;2437;3.04;MIL;2016-01-01;2016-03-31;Despesas/Receitas Operacionais;-5792211.0;S
184;2437;3.05;MIL;2016-01-01;2016-03-31;Resultado Antes do Resultado Financeiro e dos Tributos;-2475668.0;S
185;2437;3.06;MIL;2016-01-01;2016-03-31;Resultado Financeiro;-1345164.0;S
186;2437;3.07;MIL;2016-01-01;2016-03-31;Resultado Antes dos Tributos sobre o Lucro;-3820832.0;S
187;2437;3.08;MIL;2016-01-01;2016-03-31;Imposto de Renda e Contribuição Social sobre o Lucro;-73581.0;S
188;2437;3.09;MIL;2016-01-01;2016-03-31;Resultado Líquido das Operações Continuadas;-3894413.0;S
189;2437;3.10;MIL;2016-01-01;2016-03-31;Resultado Líquido de Operações Descontinuadas;0.0;S
190;2437;3.11;MIL;2016-01-01;2016-03-31;Lucro/Prejuízo Consolidado do Período;-3894413.0;S
197;2437;3.06;MIL;2016-04-01;2016-06-30;Resultado Financeiro;-1231840.0;S
200;2437;3.09;MIL;2016-04-01;2016-06-30;Resultado Líquido das Operações Continuadas;12790645.0;S
192;2437;3.01;MIL;2016-04-01;2016-06-30;Receita de Venda de Bens e/ou Serviços;33085309.0;S
193;2437;3.02;MIL;2016-04-01;2016-06-30;Custo dos Bens e/ou Serviços Vendidos;-3387233.0;S
194;2437;3.03;MIL;2016-04-01;2016-06-30;Resultado Bruto;29698076.0;S
195;2437;3.04;MIL;2016-04-01;2016-06-30;Despesas/Receitas Operacionais;-6764312.0;S
