;CD_CVM;CD_CONTA;ESCALA_MOEDA;DT_INI_EXERC;DT_FIM_EXERC;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
37;21490;3.02;MIL;2012-04-01;2012-06-30;Custo dos Bens e/ou Serviços Vendidos;-84140.0;S
46;21490;3.11;MIL;2012-04-01;2012-06-30;Lucro/Prejuízo Consolidado do Período;128707.0;S
48;21490;3.01;MIL;2012-07-01;2012-09-30;Receita de Venda de Bens e/ou Serviços;306900.0;S
49;21490;3.02;MIL;2012-07-01;2012-09-30;Custo dos Bens e/ou Serviços Vendidos;-47980.0;S
50;21490;3.03;MIL;2012-07-01;2012-09-30;Resultado Bruto;258920.0;S
51;21490;3.04;MIL;2012-07-01;2012-09-30;Despesas/Receitas Operacionais;-23890.0;S
52;21490;3.05;MIL;2012-07-01;2012-09-30;Resultado Antes do Resultado Financeiro e dos Tributos;235030.0;S
53;21490;3.06;MIL;2012-07-01;2012-09-30;Resultado Financeiro;-67927.0;S
54;21490;3.07;MIL;2012-07-01;2012-09-30;Resultado Antes dos Tributos sobre o Lucro;167103.0;S
55;21490;3.08;MIL;2012-07-01;2012-09-30;Imposto de Renda e Contribuição Social sobre o Lucro;-34812.0;S
56;21490;3.09;MIL;2012-07-01;2012-09-30;Resultado Líquido das Operações Continuadas;132291.0;S
57;21490;3.10;MIL;2012-07-01;2012-09-30;Resultado Líquido de Operações Descontinuadas;0.0;S
58;21490;3.11;MIL;2012-07-01;2012-09-30;Lucro/Prejuízo Consolidado do Período;132291.0;S
59;21490;3.99;MIL;2012-07-01;2012-09-30;Lucro por Ação - (Reais / Ação);0.0;N
494;21490;3.03;MIL;2012-10-01;2012-12-31;Resultado Bruto;223430.0;S
501;21490;3.10;MIL;2012-10-01;2012-12-31;Resultado Líquido de Operações Descontinuadas;0.0;S
500;21490;3.09;MIL;2012-10-01;2012-12-31;Resultado Líquido das Operações Continuadas;136407.0;S
499;21490;3.08;MIL;2012-10-01;2012-12-31;Imposto de Renda e Contribuição Social sobre o Lucro;-21661.0;S
493;21490;3.02;MIL;2012-10-01;2012-12-31;Custo dos Bens e/ou Serviços Vendidos;-106799.0;S
503;21490;3.99;MIL;2012-10-01;2012-12-31;Lucro por Ação - (Reais / Ação);0.0;N
497;21490;3.06;MIL;2012-10-01;2012-12-31;Resultado Financeiro;-54758.0;S
496;21490;3.05;MIL;2012-10-01;2012-12-31;Resultado Antes do Resultado Financeiro e dos Tributos;212826.0;S
495;21490;3.04;MIL;2012-10-01;2012-12-31;Despesas/Receitas Operacionais;-10604.0;S
502;21490;3.11;MIL;2012-10-01;2012-12-31;Lucro/Prejuízo Consolidado do Período;136407.0;S
492;21490;3.01;MIL;2012-10-01;2012-12-31;Receita de Venda de Bens e/ou Serviços;330229.0;S
498;21490;3.07;MIL;2012-10-01;2012-12-31;Resultado Antes dos Tributos sobre o Lucro;158068.0;S
62;21490;3.03;MIL;2013-01-01;2013-03-31;Resultado Bruto;231678.0;S
60;21490;3.01;MIL;2013-01-01;2013-03-31;Receita de Venda de Bens e/ou Serviços;287485.0;S
63;21490;3.04;MIL;2013-01-01;2013-03-31;Despesas/Receitas Operacionais;-13104.0;S
64;21490;3.05;MIL;2013-01-01;2013-03-31;Resultado Antes do Resultado Financeiro e dos Tributos;218574.0;S
65;21490;3.06;MIL;2013-01-01;2013-03-31;Resultado Financeiro;-51887.0;S
66;21490;3.07;MIL;2013-01-01;2013-03-31;Resultado Antes dos Tributos sobre o Lucro;166687.0;S
67;21490;3.08;MIL;2013-01-01;2013-03-31;Imposto de Renda e Contribuição Social sobre o Lucro;-19566.0;S
68;21490;3.09;MIL;2013-01-01;2013-03-31;Resultado Líquido das Operações Continuadas;147121.0;S
69;21490;3.10;MIL;2013-01-01;2013-03-31;Resultado Líquido de Operações Descontinuadas;0.0;S
70;21490;3.11;MIL;2013-01-01;2013-03-31;Lucro/Prejuízo Consolidado do Período;147121.0;S
71;21490;3.99;MIL;2013-01-01;2013-03-31;Lucro por Ação - (Reais / Ação);0.0;N
61;21490;3.02;MIL;2013-01-01;2013-03-31;Custo dos Bens e/ou Serviços Vendidos;-55807.0;S
83;21490;3.99;MIL;2013-04-01;2013-06-30;Lucro por Ação - (Reais / Ação);0.0;N
72;21490;3.01;MIL;2013-04-01;2013-06-30;Receita de Venda de Bens e/ou Serviços;313615.0;S
74;21490;3.03;MIL;2013-04-01;2013-06-30;Resultado Bruto;267924.0;S
75;21490;3.04;MIL;2013-04-01;2013-06-30;Despesas/Receitas Operacionais;-15856.0;S
76;21490;3.05;MIL;2013-04-01;2013-06-30;Resultado Antes do Resultado Financeiro e dos Tributos;252068.0;S
77;21490;3.06;MIL;2013-04-01;2013-06-30;Resultado Financeiro;-44161.0;S
79;21490;3.08;MIL;2013-04-01;2013-06-30;Imposto de Renda e Contribuição Social sobre o Lucro;-39404.0;S
80;21490;3.09;MIL;2013-04-01;2013-06-30;Resultado Líquido das Operações Continuadas;168503.0;S
81;21490;3.10;MIL;2013-04-01;2013-06-30;Resultado Líquido de Operações Descontinuadas;0.0;S
82;21490;3.11;MIL;2013-04-01;2013-06-30;Lucro/Prejuízo Consolidado do Período;168503.0;S
73;21490;3.02;MIL;2013-04-01;2013-06-30;Custo dos Bens e/ou Serviços Vendidos;-45691.0;S
78;21490;3.07;MIL;2013-04-01;2013-06-30;Resultado Antes dos Tributos sobre o Lucro;207907.0;S
90;21490;3.07;MIL;2013-07-01;2013-09-30;Resultado Antes dos Tributos sobre o Lucro;213322.0;S
94;21490;3.11;MIL;2013-07-01;2013-09-30;Lucro/Prejuízo Consolidado do Período;174962.0;S
93;21490;3.10;MIL;2013-07-01;2013-09-30;Resultado Líquido de Operações Descontinuadas;0.0;S
92;21490;3.09;MIL;2013-07-01;2013-09-30;Resultado Líquido das Operações Continuadas;174962.0;S
91;21490;3.08;MIL;2013-07-01;2013-09-30;Imposto de Renda e Contribuição Social sobre o Lucro;-38360.0;S
89;21490;3.06;MIL;2013-07-01;2013-09-30;Resultado Financeiro;-41241.0;S
88;21490;3.05;MIL;2013-07-01;2013-09-30;Resultado Antes do Resultado Financeiro e dos Tributos;254563.0;S
87;21490;3.04;MIL;2013-07-01;2013-09-30;Despesas/Receitas Operacionais;-11060.0;S
86;21490;3.03;MIL;2013-07-01;2013-09-30;Resultado Bruto;265623.0;S
85;21490;3.02;MIL;2013-07-01;2013-09-30;Custo dos Bens e/ou Serviços Vendidos;-75304.0;S
84;21490;3.01;MIL;2013-07-01;2013-09-30;Receita de Venda de Bens e/ou Serviços;340927.0;S
95;21490;3.99;MIL;2013-07-01;2013-09-30;Lucro por Ação - (Reais / Ação);0.0;N
537;21490;3.10;MIL;2013-10-01;2013-12-31;Resultado Líquido de Operações Descontinuadas;0.0;S
536;21490;3.09;MIL;2013-10-01;2013-12-31;Resultado Líquido das Operações Continuadas;164382.0;S
535;21490;3.08;MIL;2013-10-01;2013-12-31;Imposto de Renda e Contribuição Social sobre o Lucro;-31132.0;S
534;21490;3.07;MIL;2013-10-01;2013-12-31;Resultado Antes dos Tributos sobre o Lucro;195514.0;S
533;21490;3.06;MIL;2013-10-01;2013-12-31;Resultado Financeiro;-44941.0;S
528;21490;3.01;MIL;2013-10-01;2013-12-31;Receita de Venda de Bens e/ou Serviços;348804.0;S
531;21490;3.04;MIL;2013-10-01;2013-12-31;Despesas/Receitas Operacionais;-26452.0;S
530;21490;3.03;MIL;2013-10-01;2013-12-31;Resultado Bruto;266907.0;S
529;21490;3.02;MIL;2013-10-01;2013-12-31;Custo dos Bens e/ou Serviços Vendidos;-81897.0;S
538;21490;3.11;MIL;2013-10-01;2013-12-31;Lucro/Prejuízo Consolidado do Período;164382.0;S
532;21490;3.05;MIL;2013-10-01;2013-12-31;Resultado Antes do Resultado Financeiro e dos Tributos;240455.0;S
539;21490;3.99;MIL;2013-10-01;2013-12-31;Lucro por Ação - (Reais / Ação);0.0;N
107;21490;3.99;MIL;2014-01-01;2014-03-31;Lucro por Ação - (Reais / Ação);0.0;N
105;21490;3.10;MIL;2014-01-01;2014-03-31;Resultado Líquido de Operações Descontinuadas;0.0;S
96;21490;3.01;MIL;2014-01-01;2014-03-31;Receita de Venda de Bens e/ou Serviços;362626.0;S
97;21490;3.02;MIL;2014-01-01;2014-03-31;Custo dos Bens e/ou Serviços Vendidos;-74865.0;S
98;21490;3.03;MIL;2014-01-01;2014-03-31;Resultado Bruto;287761.0;S
99;21490;3.04;MIL;2014-01-01;2014-03-31;Despesas/Receitas Operacionais;-15694.0;S
100;21490;3.05;MIL;2014-01-01;2014-03-31;Resultado Antes do Resultado Financeiro e dos Tributos;272067.0;S
101;21490;3.06;MIL;2014-01-01;2014-03-31;Resultado Financeiro;-53035.0;S
102;21490;3.07;MIL;2014-01-01;2014-03-31;Resultado Antes dos Tributos sobre o Lucro;219032.0;S
103;21490;3.08;MIL;2014-01-01;2014-03-31;Imposto de Renda e Contribuição Social sobre o Lucro;-43531.0;S
104;21490;3.09;MIL;2014-01-01;2014-03-31;Resultado Líquido das Operações Continuadas;175501.0;S
106;21490;3.11;MIL;2014-01-01;2014-03-31;Lucro/Prejuízo Consolidado do Período;175501.0;S
116;21490;3.09;MIL;2014-04-01;2014-06-30;Resultado Líquido das Operações Continuadas;161765.0;S
115;21490;3.08;MIL;2014-04-01;2014-06-30;Imposto de Renda e Contribuição Social sobre o Lucro;-39621.0;S
113;21490;3.06;MIL;2014-04-01;2014-06-30;Resultado Financeiro;-55051.0;S
112;21490;3.05;MIL;2014-04-01;2014-06-30;Resultado Antes do Resultado Financeiro e dos Tributos;256437.0;S
119;21490;3.99;MIL;2014-04-01;2014-06-30;Lucro por Ação - (Reais / Ação);0.0;N
110;21490;3.03;MIL;2014-04-01;2014-06-30;Resultado Bruto;272346.0;S
109;21490;3.02;MIL;2014-04-01;2014-06-30;Custo dos Bens e/ou Serviços Vendidos;-70184.0;S
108;21490;3.01;MIL;2014-04-01;2014-06-30;Receita de Venda de Bens e/ou Serviços;342530.0;S
117;21490;3.10;MIL;2014-04-01;2014-06-30;Resultado Líquido de Operações Descontinuadas;0.0;S
111;21490;3.04;MIL;2014-04-01;2014-06-30;Despesas/Receitas Operacionais;-15909.0;S
118;21490;3.11;MIL;2014-04-01;2014-06-30;Lucro/Prejuízo Consolidado do Período;161765.0;S
114;21490;3.07;MIL;2014-04-01;2014-06-30;Resultado Antes dos Tributos sobre o Lucro;201386.0;S
131;21490;3.99;MIL;2014-07-01;2014-09-30;Lucro por Ação - (Reais / Ação);0.0;N
120;21490;3.01;MIL;2014-07-01;2014-09-30;Receita de Venda de Bens e/ou Serviços;345527.0;S
130;21490;3.11;MIL;2014-07-01;2014-09-30;Lucro/Prejuízo Consolidado do Período;220483.0;S
129;21490;3.10;MIL;2014-07-01;2014-09-30;Resultado Líquido de Operações Descontinuadas;0.0;S
127;21490;3.08;MIL;2014-07-01;2014-09-30;Imposto de Renda e Contribuição Social sobre o Lucro;48719.0;S
126;21490;3.07;MIL;2014-07-01;2014-09-30;Resultado Antes dos Tributos sobre o Lucro;171764.0;S
128;21490;3.09;MIL;2014-07-01;2014-09-30;Resultado Líquido das Operações Continuadas;220483.0;S
124;21490;3.05;MIL;2014-07-01;2014-09-30;Resultado Antes do Resultado Financeiro e dos Tributos;231821.0;S
123;21490;3.04;MIL;2014-07-01;2014-09-30;Despesas/Receitas Operacionais;-12207.0;S
122;21490;3.03;MIL;2014-07-01;2014-09-30;Resultado Bruto;244028.0;S
121;21490;3.02;MIL;2014-07-01;2014-09-30;Custo dos Bens e/ou Serviços Vendidos;-101499.0;S
125;21490;3.06;MIL;2014-07-01;2014-09-30;Resultado Financeiro;-60057.0;S
570;21490;3.07;MIL;2014-10-01;2014-12-31;Resultado Antes dos Tributos sobre o Lucro;215521.0;S
573;21490;3.10;MIL;2014-10-01;2014-12-31;Resultado Líquido de Operações Descontinuadas;0.0;S
572;21490;3.09;MIL;2014-10-01;2014-12-31;Resultado Líquido das Operações Continuadas;193909.0;S
571;21490;3.08;MIL;2014-10-01;2014-12-31;Imposto de Renda e Contribuição Social sobre o Lucro;-21612.0;S
569;21490;3.06;MIL;2014-10-01;2014-12-31;Resultado Financeiro;-74483.0;S
575;21490;3.99;MIL;2014-10-01;2014-12-31;Lucro por Ação - (Reais / Ação);0.0;N
567;21490;3.04;MIL;2014-10-01;2014-12-31;Despesas/Receitas Operacionais;-34163.0;S
566;21490;3.03;MIL;2014-10-01;2014-12-31;Resultado Bruto;324167.0;S
565;21490;3.02;MIL;2014-10-01;2014-12-31;Custo dos Bens e/ou Serviços Vendidos;-99258.0;S
564;21490;3.01;MIL;2014-10-01;2014-12-31;Receita de Venda de Bens e/ou Serviços;423425.0;S
568;21490;3.05;MIL;2014-10-01;2014-12-31;Resultado Antes do Resultado Financeiro e dos Tributos;290004.0;S
574;21490;3.11;MIL;2014-10-01;2014-12-31;Lucro/Prejuízo Consolidado do Período;193909.0;S
143;21490;3.99;MIL;2015-01-01;2015-03-31;Lucro por Ação - (Reais / Ação);0.0;N
142;21490;3.11;MIL;2015-01-01;2015-03-31;Lucro/Prejuízo Consolidado do Período;178243.0;S
140;21490;3.09;MIL;2015-01-01;2015-03-31;Resultado Líquido das Operações Continuadas;178243.0;S
139;21490;3.08;MIL;2015-01-01;2015-03-31;Imposto de Renda e Contribuição Social sobre o Lucro;-34736.0;S
138;21490;3.07;MIL;2015-01-01;2015-03-31;Resultado Antes dos Tributos sobre o Lucro;212979.0;S
137;21490;3.06;MIL;2015-01-01;2015-03-31;Resultado Financeiro;-86858.0;S
136;21490;3.05;MIL;2015-01-01;2015-03-31;Resultado Antes do Resultado Financeiro e dos Tributos;299837.0;S
135;21490;3.04;MIL;2015-01-01;2015-03-31;Despesas/Receitas Operacionais;-12294.0;S
134;21490;3.03;MIL;2015-01-01;2015-03-31;Resultado Bruto;312131.0;S
133;21490;3.02;MIL;2015-01-01;2015-03-31;Custo dos Bens e/ou Serviços Vendidos;-65289.0;S
132;21490;3.01;MIL;2015-01-01;2015-03-31;Receita de Venda de Bens e/ou Serviços;377420.0;S
141;21490;3.10;MIL;2015-01-01;2015-03-31;Resultado Líquido de Operações Descontinuadas;0.0;S
155;21490;3.99;MIL;2015-04-01;2015-06-30;Lucro por Ação - (Reais / Ação);0.0;N
154;21490;3.11;MIL;2015-04-01;2015-06-30;Lucro/Prejuízo Consolidado do Período;125490.0;S
153;21490;3.10;MIL;2015-04-01;2015-06-30;Resultado Líquido de Operações Descontinuadas;0.0;S
152;21490;3.09;MIL;2015-04-01;2015-06-30;Resultado Líquido das Operações Continuadas;125490.0;S
151;21490;3.08;MIL;2015-04-01;2015-06-30;Imposto de Renda e Contribuição Social sobre o Lucro;-35562.0;S
150;21490;3.07;MIL;2015-04-01;2015-06-30;Resultado Antes dos Tributos sobre o Lucro;161052.0;S
149;21490;3.06;MIL;2015-04-01;2015-06-30;Resultado Financeiro;-100614.0;S
148;21490;3.05;MIL;2015-04-01;2015-06-30;Resultado Antes do Resultado Financeiro e dos Tributos;261666.0;S
147;21490;3.04;MIL;2015-04-01;2015-06-30;Despesas/Receitas Operacionais;-16037.0;S
144;21490;3.01;MIL;2015-04-01;2015-06-30;Receita de Venda de Bens e/ou Serviços;364673.0;S
146;21490;3.03;MIL;2015-04-01;2015-06-30;Resultado Bruto;277703.0;S
145;21490;3.02;MIL;2015-04-01;2015-06-30;Custo dos Bens e/ou Serviços Vendidos;-86970.0;S
167;21490;3.99;MIL;2015-07-01;2015-09-30;Lucro por Ação - (Reais / Ação);0.0;N
157;21490;3.02;MIL;2015-07-01;2015-09-30;Custo dos Bens e/ou Serviços Vendidos;-120218.0;S
158;21490;3.03;MIL;2015-07-01;2015-09-30;Resultado Bruto;259957.0;S
159;21490;3.04;MIL;2015-07-01;2015-09-30;Despesas/Receitas Operacionais;-4372.0;S
160;21490;3.05;MIL;2015-07-01;2015-09-30;Resultado Antes do Resultado Financeiro e dos Tributos;255585.0;S
161;21490;3.06;MIL;2015-07-01;2015-09-30;Resultado Financeiro;-116272.0;S
156;21490;3.01;MIL;2015-07-01;2015-09-30;Receita de Venda de Bens e/ou Serviços;380175.0;S
163;21490;3.08;MIL;2015-07-01;2015-09-30;Imposto de Renda e Contribuição Social sobre o Lucro;-17943.0;S
164;21490;3.09;MIL;2015-07-01;2015-09-30;Resultado Líquido das Operações Continuadas;121370.0;S
165;21490;3.10;MIL;2015-07-01;2015-09-30;Resultado Líquido de Operações Descontinuadas;0.0;S
166;21490;3.11;MIL;2015-07-01;2015-09-30;Lucro/Prejuízo Consolidado do Período;121370.0;S
162;21490;3.07;MIL;2015-07-01;2015-09-30;Resultado Antes dos Tributos sobre o Lucro;139313.0;S
600;21490;3.01;MIL;2015-10-01;2015-12-31;Receita de Venda de Bens e/ou Serviços;371291.0;S
601;21490;3.02;MIL;2015-10-01;2015-12-31;Custo dos Bens e/ou Serviços Vendidos;-67461.0;S
602;21490;3.03;MIL;2015-10-01;2015-12-31;Resultado Bruto;303830.0;S
603;21490;3.04;MIL;2015-10-01;2015-12-31;Despesas/Receitas Operacionais;-43699.0;S
604;21490;3.05;MIL;2015-10-01;2015-12-31;Resultado Antes do Resultado Financeiro e dos Tributos;260131.0;S
605;21490;3.06;MIL;2015-10-01;2015-12-31;Resultado Financeiro;-123953.0;S
606;21490;3.07;MIL;2015-10-01;2015-12-31;Resultado Antes dos Tributos sobre o Lucro;136178.0;S
607;21490;3.08;MIL;2015-10-01;2015-12-31;Imposto de Renda e Contribuição Social sobre o Lucro;9911.0;S
608;21490;3.09;MIL;2015-10-01;2015-12-31;Resultado Líquido das Operações Continuadas;146089.0;S
609;21490;3.10;MIL;2015-10-01;2015-12-31;Resultado Líquido de Operações Descontinuadas;0.0;S
610;21490;3.11;MIL;2015-10-01;2015-12-31;Lucro/Prejuízo Consolidado do Período;146089.0;S
611;21490;3.99;MIL;2015-10-01;2015-12-31;Lucro por Ação - (Reais / Ação);0.0;N
168;21490;3.01;MIL;2016-01-01;2016-03-31;Receita de Venda de Bens e/ou Serviços;381600.0;S
178;21490;3.11;MIL;2016-01-01;2016-03-31;Lucro/Prejuízo Consolidado do Período;144951.0;S
177;21490;3.10;MIL;2016-01-01;2016-03-31;Resultado Líquido de Operações Descontinuadas;0.0;S
176;21490;3.09;MIL;2016-01-01;2016-03-31;Resultado Líquido das Operações Continuadas;144951.0;S
175;21490;3.08;MIL;2016-01-01;2016-03-31;Imposto de Renda e Contribuição Social sobre o Lucro;-37406.0;S
174;21490;3.07;MIL;2016-01-01;2016-03-31;Resultado Antes dos Tributos sobre o Lucro;182357.0;S
179;21490;3.99;MIL;2016-01-01;2016-03-31;Lucro por Ação - (Reais / Ação);0.0;N
172;21490;3.05;MIL;2016-01-01;2016-03-31;Resultado Antes do Resultado Financeiro e dos Tributos;291825.0;S
171;21490;3.04;MIL;2016-01-01;2016-03-31;Despesas/Receitas Operacionais;-16544.0;S
170;21490;3.03;MIL;2016-01-01;2016-03-31;Resultado Bruto;308369.0;S
169;21490;3.02;MIL;2016-01-01;2016-03-31;Custo dos Bens e/ou Serviços Vendidos;-73231.0;S
173;21490;3.06;MIL;2016-01-01;2016-03-31;Resultado Financeiro;-109468.0;S
182;21490;3.03;MIL;2016-04-01;2016-06-30;Resultado Bruto;324894.0;S
183;21490;3.04;MIL;2016-04-01;2016-06-30;Despesas/Receitas Operacionais;6327.0;S
184;21490;3.05;MIL;2016-04-01;2016-06-30;Resultado Antes do Resultado Financeiro e dos Tributos;331221.0;S
185;21490;3.06;MIL;2016-04-01;2016-06-30;Resultado Financeiro;-100052.0;S
186;21490;3.07;MIL;2016-04-01;2016-06-30;Resultado Antes dos Tributos sobre o Lucro;231169.0;S
188;21490;3.09;MIL;2016-04-01;2016-06-30;Resultado Líquido das Operações Continuadas;194151.0;S
189;21490;3.10;MIL;2016-04-01;2016-06-30;Resultado Líquido de Operações Descontinuadas;0.0;S
190;21490;3.11;MIL;2016-04-01;2016-06-30;Lucro/Prejuízo Consolidado do Período;194151.0;S
191;21490;3.99;MIL;2016-04-01;2016-06-30;Lucro por Ação - (Reais / Ação);0.0;N
180;21490;3.01;MIL;2016-04-01;2016-06-30;Receita de Venda de Bens e/ou Serviços;420656.0;S
187;21490;3.08;MIL;2016-04-01;2016-06-30;Imposto de Renda e Contribuição Social sobre o Lucro;-37018.0;S
181;21490;3.02;MIL;2016-04-01;2016-06-30;Custo dos Bens e/ou Serviços Vendidos;-95762.0;S
197;21490;3.06;MIL;2016-07-01;2016-09-30;Resultado Financeiro;-128714.0;S
202;21490;3.11;MIL;2016-07-01;2016-09-30;Lucro/Prejuízo Consolidado do Período;119074.0;S
192;21490;3.01;MIL;2016-07-01;2016-09-30;Receita de Venda de Bens e/ou Serviços;388336.0;S
193;21490;3.02;MIL;2016-07-01;2016-09-30;Custo dos Bens e/ou Serviços Vendidos;-92890.0;S
194;21490;3.03;MIL;2016-07-01;2016-09-30;Resultado Bruto;295446.0;S
195;21490;3.04;MIL;2016-07-01;2016-09-30;Despesas/Receitas Operacionais;-12596.0;S
196;21490;3.05;MIL;2016-07-01;2016-09-30;Resultado Antes do Resultado Financeiro e dos Tributos;282850.0;S
198;21490;3.07;MIL;2016-07-01;2016-09-30;Resultado Antes dos Tributos sobre o Lucro;154136.0;S
199;21490;3.08;MIL;2016-07-01;2016-09-30;Imposto de Renda e Contribuição Social sobre o Lucro;-35062.0;S
